"","Normalized.0","Normalized.1","Normalized.2","Normalized.3","Normalized.4","Normalized.5","Normalized.6","Normalized.7","Normalized.8","Normalized.9","Normalized.10","Normalized.11","Normalized.12","Normalized.13","Normalized.14","Normalized.15","Normalized.16","Normalized.17","Normalized.18","Normalized.19","Normalized.20","Normalized.21","Normalized.22","Normalized.23","Normalized.24","Normalized.25","Normalized.26","Normalized.27","Normalized.28","Normalized.29","Normalized.30","Normalized.31","Normalized.32","Normalized.33","Normalized.34","Normalized.35","Normalized.36","Normalized.37","Normalized.38","Normalized.39","Normalized.40","Normalized.41","Normalized.42","Normalized.43","Normalized.44","Normalized.45","Normalized.46","Normalized.47","Normalized.48","Normalized.49","Normalized.50","Normalized.51","Membership","Predicted"
"129",0.11,0.54,0.77,0.86,0.26,0.46,0.37,0.29,0.57,0.49,0.69,0.8,0.69,0.54,0.57,0.74,0.77,0.77,0.51,0.46,1,0.66,0.89,0.37,0.54,0.17,0.31,0.14,0.63,0.51,0,0.66,0.74,0.54,0.57,0.83,0.37,0.51,0.63,0.6,0.54,0.31,0.34,0.34,0.51,0.69,0.37,0.4,0.51,0.6,0.37,0.14,2,2
"130",0.11,1,0.74,0.68,0.63,0.82,0.79,0.42,0.92,0.82,0.63,0.53,0.61,0.37,0.58,0.34,0.45,0.82,0.89,0.34,0.74,0.71,0.82,0.37,0.53,0.13,0.82,0.32,0.37,0.45,0.03,0.58,0.37,0.32,0.55,0.29,0.39,0.58,0.39,0.42,0.26,0.55,0.53,0.45,0.18,0.55,0.39,0.29,0.42,0.37,0.29,0,2,2
"131",0.33,0.43,0.43,0.53,1,0.63,0.5,0.8,0.67,0.4,0.87,0.63,0.7,0.7,0.77,0.87,0.5,0.6,0.63,0.8,0.73,0.43,0.57,0.53,0.57,0.3,0.43,0.27,0.37,0.23,0.53,0,0.4,0.17,0.7,0.47,0.3,0.43,0.3,0.1,0.67,0.2,0.43,0.37,0.43,0.63,0.4,0.33,0.6,0.37,0,0.17,2,2
"132",0.5,0.42,0.66,0.55,0.61,0.45,0.47,0.5,0.32,0.66,0.74,0.32,0.42,0.53,0.45,0.21,0.26,0.32,0.55,0.66,0.55,0.5,0.42,1,0.24,0.03,0.05,0.29,0.24,0.47,0.45,0.13,0.08,0.34,0.42,0.34,0.32,0.37,0.39,0.05,0.26,0.53,0.5,0.37,0.16,0.37,0.63,0.5,0.24,0.24,0.45,0,2,2
"133",0.42,1,0.39,0.68,0.74,0.81,0.97,0.81,0.52,0.68,0.97,0.48,0.74,0.42,0.81,0.81,0.81,0.74,0.55,0.97,0.68,0.48,0.35,0.71,0.48,0.32,0.32,0.39,0.42,0.26,0.48,0.42,0.32,0.35,0.45,0.55,0.55,0.48,0.77,0.81,0.65,0.61,0.35,0.42,0.32,0.19,0.65,0.45,0.68,0.32,0.39,0,2,2
"134",0.34,0.58,0.82,0.42,0.45,0.42,0.58,0.37,0.34,0.39,0.5,0.26,0.61,0.87,1,0.32,0.39,0.13,0.29,0.5,0.61,0.53,0.82,0.29,0.18,0.45,0.47,0.16,0.32,0.08,0,0.55,0.63,0,0.37,0.5,0.95,0.37,0.63,0.53,0.26,0.68,0.16,0.34,0.47,0.37,0.42,0.32,0.68,0.34,0.21,0.18,2,2
"135",0.55,0.4,0.5,0.53,0.65,0.43,1,0.53,0.58,0.38,0.68,0.73,0.58,0.98,0.68,0.73,0.78,0.63,0.68,0.33,0.85,0.68,0.8,0.58,0.58,0.28,0.38,0.48,0.3,0.4,0.2,0.7,0.35,0.18,0.43,0.4,0.55,0.55,0.68,0.45,0.6,0.3,0.55,0.35,0.5,0.53,0.45,0.58,0.7,0.38,0.23,0,2,2
"136",0.59,0.54,0.59,0.92,0.56,0.31,0.9,0.59,0.67,0.54,0.49,0.79,0.41,0.41,0.74,0.51,0.46,1,0.62,0.31,0.85,0.69,0.59,0.46,0.31,0.23,0.62,0.49,0.51,0.38,0.26,0.21,0.13,0.54,0.33,0.56,0.41,0.36,0.38,0.59,0.72,0.62,0.49,0.62,0.28,0.23,0.38,0.31,0.87,0.41,0.56,0,2,2
"137",0.47,0.59,0.66,0.59,0.56,0.78,1,0.25,0.66,0.56,0.34,0.72,0.41,0.66,0.59,0.69,0.38,0.41,0.38,0.44,0.44,0.28,0.75,0.28,0.66,0.19,0.53,0.13,0.25,0,0.28,0.25,0.81,0.06,0.59,0.59,0.63,0.44,0.31,0.34,0.19,0.38,0.66,0.69,0.03,0.63,0.25,0.34,0.47,0.56,0.13,0.19,2,2
"138",0.53,0.78,0.09,0.5,0.47,0.47,0.59,0.47,0.22,0.53,0.44,0.28,0.75,0.59,0,0.66,0.69,0.41,0.69,0.53,1,0.31,0.31,0.41,0.16,0.13,0,0.41,0.22,0.28,0.38,0.09,0.94,0.5,0.31,0.59,0.31,0.38,0.19,0.06,0.09,0.41,0.28,0.38,0.63,0.31,0.31,0.47,0.25,0.66,0.5,0.16,2,2
"139",0.41,0.56,0.41,0.63,0.96,0.37,1,0.22,0.74,0.56,0.37,0.48,0.96,0.67,0.63,0.63,0.96,0.56,0.74,0.85,0.7,0.52,0.7,0.41,0.37,0.59,0.11,0.41,0.15,0.07,0.26,0.26,0,0.67,0.56,0.33,0.3,0.22,0.07,0.07,0.33,0.37,0.22,0.41,0.07,0.15,0.63,0.11,0.07,0.41,0.52,0.11,2,2
"140",0.33,0.63,0.81,1,0.56,0.7,0.7,0.33,0.56,0.3,0.33,0.74,0.96,0,0.48,0.93,0.52,0.19,0.7,0.74,0.7,0.44,0.81,0.67,0.56,0.26,0.3,0.26,0.63,0.56,0.74,0.67,0.41,0.74,0.52,0.7,0.44,0.56,0.3,0.52,0.33,0.74,0.33,0.56,0.37,0.3,0.59,0.56,0.59,0.48,0.15,0.37,2,2
"141",0.38,1,0.83,0.62,0.52,0.66,0.72,0.83,0.83,0.72,0.62,0.31,0.45,0.48,0.9,0.66,0.72,0.9,0.76,0.59,0.76,0.79,0.59,0.86,0.28,0.14,0.31,0.55,0.31,0.55,0.38,0.41,0.62,0.79,0.1,0.55,0.24,0.48,0.59,0.62,0.24,0.41,0.62,0.38,0.79,0.69,0.79,0.66,0.21,0.66,0,0.24,2,2
"142",0.23,0.43,0.8,0.9,0.6,0.47,0.87,0.9,0.63,0.63,0.9,0.7,0.3,0.87,0.87,0.77,0.9,0.87,0,0.57,0.1,0.57,0.7,0.67,0.17,0.5,0.3,0.47,0.3,0.2,0.2,0.73,0.63,0.7,0.27,0.13,0.13,0.5,0.13,0.87,0.27,0.33,0.37,0.27,0.5,0.77,0.7,0.47,1,0.83,0.43,0.3,2,2
"143",0.45,0.58,0.39,0.79,0.45,0.58,0.36,0.76,1,0.76,0.61,0.33,0.7,0.82,0.52,0.94,0.82,0.55,0.82,0.73,0.61,0.58,0.61,0.76,0.58,0.42,0.33,0.42,0.36,0.27,0.94,0.15,0.48,0.76,0.18,0.33,0.33,0.03,0.39,0.18,0.33,0.48,0.55,0.73,0.21,0.61,0.42,0.42,0.3,0.15,0,0.24,2,2
"144",0.37,0.58,0.79,0.53,0.32,1,0.53,0.37,0.21,0.16,0.21,0.84,0.58,0.21,0.47,0.53,0.47,0.21,0.21,0.58,0.32,0.32,0.37,0.63,0.58,0.63,0.21,0.26,0.47,0.42,0.47,0.42,0.37,0.26,0,0.42,0.16,0.47,0.26,0.32,0.16,0.58,0.63,0.21,0.32,0.16,0.11,0.37,0.26,0.32,0.32,0.53,4,4
"145",0.4,0.53,0.33,0.33,0.53,0.13,0.33,0.53,0.6,0.2,0.53,0.47,0.67,0.33,0.73,0.6,0.13,0.2,0.6,0.53,0.6,0.73,0.67,0.2,0.6,0.07,0,0.13,0.07,0.13,0,1,0.4,0.07,0.07,0.53,0.13,0.33,0.33,0.2,0.2,0.07,0.2,0.13,0.2,0.33,0.53,0.2,0.13,0.07,0.2,0.2,4,4
"146",0.31,0.77,0.46,0.77,0.54,0.69,0.62,0.23,0.62,0.62,0.54,0.92,0.31,0.15,0.46,0.38,0.46,0.08,0.23,0.15,0.69,0.23,0.38,0.31,0.31,0.38,0.31,0.46,0.31,0.38,0.54,0.31,0.38,0.38,0.15,0.08,0.15,0.38,0.46,0.85,0.54,0.85,0,0.38,0.46,0,1,0.31,0,0.15,0.54,0.77,4,4
"147",0.54,0.08,0.46,0.46,0.92,0.31,0.54,0.85,0.54,0.46,0.69,0.62,0.38,1,0.38,0.77,0.54,0.23,0.31,0.46,0.46,0.54,0.31,0.31,0.46,0.23,0.54,0.31,0.92,0.62,0.46,0.23,0.92,0.15,0.23,0.54,0.77,0.46,0.38,0.38,0.15,0.85,0.85,0.54,0.54,0.62,0.15,0.31,0.15,0.08,0.77,0,2,2
"148",0.33,0.22,0.89,0.33,0.56,0.78,0.11,0.56,0.33,0.56,0.33,0.22,0.89,0.44,0.56,0.56,0.56,0.44,0.11,0.33,0.56,0.44,0.22,0,0,0.44,0.56,0.89,0.11,0.22,0.11,0.78,0.22,0.11,0.78,0.44,0.44,0.22,0.22,0.33,1,0.33,0.44,0.56,0.11,0.33,0.78,0.22,0.44,0.44,0.67,0.78,4,4
"149",0.7,0.5,0.5,0.2,0.9,0.4,0.7,1,1,0.7,0.5,0.6,0.9,0,0.6,0.9,0.6,0.7,0.7,0.9,0.3,0.6,0.5,0.3,1,0.1,0.9,0.1,0.8,0.4,0.9,0.4,0.6,0.3,0.4,0.5,1,0.3,0.4,0.4,0.3,0.4,0.2,0.5,0.3,0.7,0.4,0.8,0.3,0.3,0.3,0.1,2,2
"150",0.44,0.33,0.33,0.44,0.67,0.22,0.33,0.56,0.44,0.33,0.44,0.67,0.33,0.44,0.67,0.67,0.33,0.56,0.33,0.44,0,0.67,0.78,0.56,0.22,0.89,0.56,0.44,0.22,0.22,0.89,0.22,0.11,0.44,0.67,0,0.11,0.67,0.22,0.44,0.22,1,0.33,0.33,0.67,0.56,0.22,0,0.44,0.56,0.78,0.33,4,4
"151",0.25,0.58,0.67,0.67,0.5,0.67,0.17,1,0.08,0.25,0.67,0.25,0.5,0.67,0.5,0.33,0.08,0.58,0.67,0.33,0.42,0.42,0.5,0.67,0.25,0.25,0.42,0.25,0.25,0,0.17,0.25,0.17,0.08,0.42,0.33,0.17,0,0.42,0.25,0.25,0.33,0.67,0.42,0.08,0.17,0.08,0.33,0.25,0.08,0.33,0.33,4,4
"152",0.62,0.54,0.38,0.38,0.77,0.08,0.54,0.54,0.23,0.69,1,0.31,0.77,0.38,0.54,0.15,0.69,0.38,0.46,0.92,0.31,0.23,0.46,0.46,0.38,0.62,0.23,0,0.85,0.23,0.31,0.77,0.46,0.23,0.23,0,0.54,0.46,0.69,0.85,0.15,0.23,0.62,0.31,0.31,0.92,0.38,0.69,0,0.62,0.92,0.62,4,4
"153",1,0.28,0.39,0.33,0.33,0.06,0.28,0.5,0.72,0.56,0.33,0.44,0.39,0.5,0.39,0.33,0.17,0.17,0.56,0,0.06,0.11,0.17,0.28,0.22,0.39,0.17,0.22,0.22,0.22,0,0.39,0.11,0.17,0.5,0.06,0.17,0.22,0.22,0.22,0.11,0.22,0.28,0.5,0.33,0.5,0.33,0.22,0.17,0.22,0.39,0.33,3,3
"154",0.71,0.86,0.64,0.29,0.43,0.36,1,0.14,0.64,0.21,0.43,0.21,0.57,0.14,0.64,0,0.5,0.79,0.79,0.93,0.5,0.5,0.64,0.5,0.57,0.5,0.36,0.79,0.71,0.29,0.21,0.36,0.43,0.43,0.5,0.57,0.29,0.36,0.71,0.21,0.14,0.36,0.36,0.36,0.07,0.21,0.21,0.21,0.79,0.57,0.29,0.29,2,2
"155",0.44,0.67,0.33,0.22,0.33,0.22,0.11,0.33,0.22,0.44,0.11,0.22,0.22,0.33,0.33,0.44,1,0.44,0.44,0.33,0.11,0,0.33,0.44,0.56,0.22,0.22,0.33,0.33,0.44,0.78,0.33,0.22,0,0.22,0.33,0.67,0.44,0.11,0.44,0.22,0.11,0.11,0.44,0.44,0.44,0,0.11,0.56,0.11,0.11,0.44,4,4
"156",0.13,0.5,0.75,0.75,0.38,1,0.25,0.38,0.5,0.75,0.38,0.75,0.5,0.38,0.25,0.75,0.13,0.63,0.63,0,0.5,0,0.63,0.5,0.5,0.5,0.25,0.75,0.63,0.38,0.25,0.25,0.88,0.5,0.13,0.25,0.38,0.63,0.25,0.63,0.75,0.13,0.5,0.5,0.13,0.25,0.38,0.63,0.25,0.38,0.5,0.5,2,2
"157",0.75,0.42,0.92,0.33,0.42,0.58,0.67,0.92,1,0.42,0.5,0.92,0.67,0.42,0.5,0.58,0.58,0.42,0.33,0.25,0.42,0,0.33,0.17,0.08,1,0.17,0.42,0.17,0.67,0,0.42,0.33,0.17,0.42,0.25,0.5,0.42,0.42,0.67,0.58,0.33,0.33,0.42,0.25,0.25,0.42,0.42,0.17,0.75,0.17,0.17,2,2
"158",0.89,0.33,0.33,0.22,0.33,0.33,0.44,0.56,0.22,0.78,0.78,0.33,1,0.33,0.44,0.67,0.33,0.22,0.44,0.22,0.67,0.22,0.56,0.22,0.22,0.33,0.56,0.11,0.33,0.11,0,0.67,0.11,0.33,0.11,0.33,0.44,0.11,0.33,0.22,0.22,0.44,0.22,0.22,0.67,0.22,0.44,0.22,0.44,0.78,0.33,0.56,4,4
"159",0.13,0.13,1,0.5,0.13,0.75,0.38,0.38,0.5,0.75,0.13,0.88,0.25,0.5,0.38,0.75,0.25,0.38,0.38,0.5,0.75,0,0.38,0.13,0.38,0.13,0.38,0,0.38,0.5,0.38,0.5,0.13,0.25,0.13,0.25,0.75,0,0.25,0.38,0.38,0.13,0.38,0.63,0.38,1,0.13,0.25,0.38,0.38,0.25,0.75,4,4
"160",0.46,0.38,0.54,0.77,0.85,0.54,0.92,0.46,0.23,0.23,0.31,1,0.85,0.15,0.46,0.46,0.38,0.69,0.46,0.69,0.23,0.08,0.92,0.08,0.08,0.38,0.08,0.38,0.31,0.38,0.31,0.92,0.31,0.85,0.23,0,0.31,0.38,0.77,0.62,0.69,0.38,0.31,0.31,0.23,0.46,0.46,0.85,0.62,0.62,0.38,0.62,2,2
"161",0.5,0.63,0.5,0.75,0,0.25,0.63,0.63,0.13,1,0.38,0.63,0.5,0.13,0.13,0.5,0.75,0.25,0.63,0.25,0.5,0.63,0.13,0.75,0.38,0.13,0.25,0.5,0.38,0.63,0.25,0.63,0.13,0.13,0.25,0.63,0.13,0.63,0.13,0.5,0.38,0.5,0.13,0.5,0.63,0.38,0.25,0.38,1,0.38,0.13,0.63,4,4
"162",0.69,0.44,0.63,0.44,0.56,0.56,0.44,0.56,0.44,0.44,1,0.19,0.38,0.5,0.56,0.63,0.5,0.63,0.38,0.5,0.31,0.69,0.5,0.44,0.25,0.5,0.19,0.31,0.44,0.63,0.38,0.13,0.19,0.31,0.44,0.63,0.44,0.13,0.06,0.44,0,0.38,0.19,0.13,0.75,0.38,0.19,0.31,0.25,0.25,0.25,0.69,4,4
"163",0.55,0.45,0.55,0.55,0.64,0.45,0.45,0.45,0.09,0.27,0.09,0.27,0.27,0,0.55,0.09,0,0.64,0.27,0.27,0.27,0.18,0.45,0.36,0.27,0.55,0.55,0.45,0.64,0.27,0.36,0.27,0.36,0.09,0.45,0.18,0.55,0.27,0.45,1,0.09,0.36,0.27,0,0.27,0.36,0.36,0.27,0.18,0.55,0.64,0.27,4,4
"164",0.44,0.22,0.39,0.44,0.72,0.5,0.39,0.56,0.39,0.33,0.39,0.67,0.33,0.06,0.44,0.61,0.72,0.33,0.33,0.61,0.5,0.44,0.78,0.67,0.39,0.78,0.28,0.11,0.28,0.39,0.72,0.22,0.44,0.44,0.61,0.39,0.44,0.61,0.44,0.39,0.28,0.5,0.28,1,0,0.5,0.33,0.56,0.33,0.28,0.22,0.44,4,4
"165",0.46,0.77,0.46,1,0.69,0.46,0.77,0.85,0.23,1,0.54,0.38,0.62,0.62,0.23,0.92,0.54,0.85,0.54,0.62,0.46,0.77,0.31,0.38,0.15,0.85,0.38,0.54,0.38,0.62,0.23,0,0.69,0.77,0.31,0.46,0.46,0.15,0.54,0.62,0.85,0.54,0.54,0.54,0.23,0.08,0.46,0.69,0.69,0.31,0.23,0.62,2,2
"166",0.18,0.35,0.29,0.41,0.06,0.24,0.65,0.59,0.29,0.18,0.71,0.53,0.35,0.59,0.53,0.18,0.82,0.18,0.53,0.41,0.24,0.12,0.47,0.06,0.41,0.24,0.06,0.35,0.06,0.41,0.53,0.18,0.35,0.41,0.06,0.35,0.24,0.29,0.41,0.35,0,0.53,0.06,1,0.35,0.12,0.18,0,0.24,0.71,0.06,0.41,4,4
"167",0.53,0.91,0.81,0.78,0.5,0.91,0.84,0.91,0.91,0.63,1,0.94,0.53,0.81,0.56,0.66,0.78,0.44,0.66,0.56,0.69,0.38,0.47,0.72,0.28,0.28,0.41,0,0.41,0.47,0.38,0.28,0.19,0.63,0.28,0.34,0.25,0.72,0.66,0.25,0.34,0.34,0.41,0.38,0.31,0.56,0.53,0.75,0.47,0.56,0.38,0.38,2,2
"168",0.39,0.27,0.39,1,0.22,0.51,0.39,0.76,0.41,0.66,0.51,0.24,0.61,0.54,0.46,0.37,0.59,0.32,0.61,0.29,0.41,0.63,0.54,0.44,0.54,0.12,0.32,0.2,0.07,0.59,0.54,0.39,0.22,0.2,0.51,0.34,0.54,0.27,0.27,0.24,0.29,0.2,0.22,0.44,0.46,0.2,0.63,0.56,0.27,0.39,0.17,0,2,2
"169",0.6,0.4,0.14,0.74,0.34,0.23,0.83,0.43,0.6,0.63,0.43,0.43,0.4,0.57,0.34,0.54,0.57,0.46,1,0.03,0.4,0.4,0.43,0.57,0.63,0.17,0.14,0.31,0.71,0.14,0.03,0.23,0.23,0.46,0.34,0.31,0.43,0,0.49,0.29,0.31,0.23,0.37,0,0.31,0.51,0.49,0.66,0.6,0.46,0.11,0.46,4,4
"170",0.39,0.61,0.47,0.76,0.42,0.34,0.37,0.21,0.61,0.74,0.47,0.58,0.45,0.53,0.37,0.89,0.55,0.66,0.53,0.53,0.61,0.58,0.61,0.45,0.68,0,0.21,0.32,0.53,0.42,0.58,0.08,0.45,0.66,0.37,0.37,0.37,0.47,1,0.5,0.42,0.68,0.53,0.29,0.29,0.5,0.66,0.92,0.66,0.55,0.18,0.47,2,2
"171",0.31,0.38,0.85,0.31,0.15,0.77,0.69,0.54,0.85,0.85,0.92,0.69,0.54,0.54,0.38,0.69,0.54,0.23,0.31,0.69,0.62,0.54,0.54,0.46,0.46,0.62,0.46,0.92,0.62,0.38,0.46,0.31,1,0.23,0,0.85,0.69,0.31,0.15,0.15,0.46,1,0.23,0.46,0.38,0.23,0.38,0.69,0.23,0.46,0.38,0.54,2,2
"172",0.44,0.94,0.81,0.69,0.41,0.69,0.38,0.84,0.69,0.34,0.84,0.44,0.59,0.56,0.78,0.56,0.5,0.75,1,0.56,0.81,0.41,1,0.53,0.25,0.28,0.16,0.44,0.59,0.03,0.69,0.5,0.34,0.63,0.75,0.53,0.31,0.34,0.44,0.34,0.25,0.16,0.44,0.47,0.38,0.81,0.91,0.59,0,0.56,0.16,0.22,2,2
"173",0.49,0.26,0.69,0.82,0.56,0.64,0.38,0.74,0.56,0.59,0.67,0.59,0.69,0.64,0.74,0.67,1,0.69,0.44,0.85,0.54,0.67,0.59,0.87,0.62,0.49,0.38,0.18,0.21,0.38,0.51,0.31,0.67,0.67,0.41,0.59,0.28,0.51,0.49,0.59,0.62,0.77,0.54,0.9,0.51,0.44,0.41,0.56,0.54,0.49,0.21,0,2,2
"174",0.53,0.68,0.32,0.71,0.85,0.74,0.82,0.24,0.71,0.65,0.44,1,0.41,0.47,0.62,0.97,0.82,0.71,0.62,0.94,0.59,0.53,0.47,0.44,0.5,0,0.29,0.26,0.18,0.47,0.12,0.03,0.15,0.32,0.53,0.24,0.65,0.56,0.44,0.56,0.41,0.65,0.85,0.44,0.38,0.74,0.29,0.74,0.38,0.26,0.56,0.15,2,2
"175",0.32,0.62,0.85,0.26,0.32,0.44,0.62,1,0.71,0.53,0.29,0.56,0.56,0.5,0.5,0.79,0.53,0.88,0.47,0.47,0.85,0.44,0.94,0.35,0.32,0.21,0.21,0.44,0.56,0.5,0.47,0.44,0.5,0.53,0.56,0.38,0.68,0.38,0.03,0.38,0.09,0.26,0.35,0.5,0.68,0.68,0.38,0.35,0.59,0.15,0.15,0,2,2
"176",0.63,0.78,0.7,0.33,0.38,0.58,0.4,0.63,0.8,0.48,0.8,1,0.78,0.45,0.55,0.6,0.55,0.9,0.43,0.68,0.85,0.48,0.9,0.5,0.83,0.33,0.33,0.35,0.38,0.43,0.65,0.35,0.53,0.35,0.33,0.38,0.4,0.48,0.38,0.33,0.25,0.4,0.2,0.45,0.45,0.33,0.28,0.5,0.48,0.43,0.25,0,2,2
"177",0.21,0.54,0.51,0.79,0.44,0.59,0.33,0.31,0.56,0.59,0.49,0.46,0.33,0.69,0.67,0.74,0.31,0.46,0.56,1,0.79,0.56,0.08,0.49,0.08,0.41,0.44,0.28,0.49,0.08,0.1,0.49,0.62,0.38,0.15,0.15,0.18,0.67,0.33,0.28,0.23,0,0.41,0.28,0.31,0.44,0.38,0.62,0.18,0.41,0.26,0.28,2,2
"178",0.47,0.44,0.62,0.5,0.76,0.53,0.71,0.82,0.44,0.59,0.41,0.65,0.82,0.62,0.82,1,0.74,0.59,0.68,0.65,0.74,0.94,0.82,0.74,0.56,0.38,0.29,0.65,0.24,0.06,0.5,0.24,0.32,0,0.79,0.35,0.41,0.29,0.5,0.44,0.18,0.24,0.97,0.5,0.71,0.35,0.53,0.56,0.68,0.26,0.26,0.21,2,2
"179",0.69,0.67,0.44,0.47,0.56,0.64,0.33,0.69,0.5,0.53,0.39,0.44,0.5,0.42,0.89,0.86,0.67,0.53,0.67,0.47,0.67,0.47,0.64,0.42,0.28,0.17,0.28,0.47,0.25,0,0.56,0.69,0.36,0.64,0.53,0.67,0.36,0.5,0.58,0.53,0.44,0.25,0.53,0.42,0.5,0.42,1,0.19,0.39,0.19,0.53,0.17,2,2
"180",0.65,0.6,0.51,0.72,0.72,0.51,0.67,0.44,1,0.51,0.91,0.58,0.65,0.74,0.6,0.95,1,0.47,0.53,0.53,0.56,0.44,0.47,0.77,0.56,0,0.6,0.3,0.42,0.49,0.28,0.63,0.86,0.3,0.51,0.49,0.44,0.35,0.42,0.58,0.56,0.49,0.33,0.37,0.63,0.6,0.51,0.42,0.6,0.67,0.51,0.09,2,2
"181",0.49,0.83,0.46,0.66,0.63,0.6,0.43,0.77,0.97,0.89,0.31,0.46,0.69,0.91,0.8,1,0.57,0.63,0.49,0.46,0.4,0.86,0.51,0.57,0.4,0.03,0.54,0.37,0.43,0.43,0.06,0.49,0.63,0.46,0.26,0.54,0.51,0.66,0.57,0.37,0.54,0.37,0.49,0.26,0.37,0.2,0.26,0.31,0.51,0.29,0.71,0,2,2
"182",0.84,0.41,0.59,0.41,0.34,0.63,0.44,0.66,0.91,0.69,1,0.44,0.88,0.69,0.66,0.5,0.75,0.34,0.41,0.78,0.59,0.31,0.78,0.56,0.44,0.25,0.06,0.34,0.25,0,0.28,0.25,0.34,0.41,0.34,0.38,0.41,0.72,0.81,0.31,0.69,0.81,0.69,0.66,0.44,0.78,0.44,0.81,0.5,0.25,0.38,0.16,2,2
"183",0.22,0.59,0.75,1,0,0.44,0.63,0.59,0.47,0.38,0.59,0.06,0.72,0.69,0.66,0.63,0.5,0.44,0.72,0.38,0.69,0.56,0.41,0.47,0.31,0.13,0.13,0.38,0.16,0.41,0.31,0.38,0.5,0.34,0.38,0.44,0.25,0.38,0.41,0.19,0.34,0.28,0.19,0.31,0.38,0.31,0.34,0.5,0.41,0.34,0.22,0.03,2,2
"184",0.41,0.59,0.62,0.41,0.46,0.46,1,0.49,0.86,0.78,0.62,0.81,0.62,0.86,0.78,1,0.68,0.73,0.54,0.65,0.57,0.51,0.49,0.73,0.81,0.24,0.24,0.41,0.32,0.43,0.38,0.38,0.54,0.59,0.38,0.16,0.68,0.35,0.46,0.46,0.22,0.19,0.49,0.62,0.54,0.49,0.35,0.22,0.65,0,0.43,0.41,2,2
"185",0.36,0.21,0.5,0.64,0.64,1,0.75,0.64,0.57,0.46,0.75,0.68,0.25,0.43,0.54,0.39,0.11,0.79,0.61,0.86,0.32,0.79,0.29,0.54,0.29,0.25,0,0.57,0.54,0.29,0.29,0.11,0.25,0.5,0.36,0.57,0.29,0.61,0.68,0.21,0.32,0.25,0.79,0.07,0.64,0.21,0.07,0,0.29,0.32,0.21,0.21,2,2
"186",0.52,0.45,0.55,0.52,0.68,0.42,1,0.74,0.03,0.77,0.48,0.97,0.61,0.55,0.19,0.68,0.9,0.48,0.87,1,0.48,0.74,0.58,0.42,0.42,0.16,0.48,0.26,0.35,0.23,0.77,0.68,0.23,0.16,0.29,0.32,0.39,0.29,0.23,0.32,0.42,0.19,0.55,0.71,0.48,0.42,0.23,0.48,0.48,0.23,0.06,0,2,2
"187",0.52,0.73,1,0.67,0.67,0.39,0.42,0.15,0.79,0.73,0.42,0.52,0.61,0.73,0.67,0.48,0.58,0.94,0.52,0.24,0.58,0.42,0.33,0.55,0.58,0.27,0,0.36,0.36,0.39,0.45,0.24,0.73,0,0.27,0.58,0.33,0.39,0.79,0.52,0.45,0.73,0.45,0.82,0.67,0.39,0.3,0.73,0.15,0.58,0.18,0.42,2,2
"188",0.47,0.5,0.56,1,0.72,0.92,0.64,0.39,0.75,0.11,0.25,0.92,0.53,0.5,0.64,0.53,1,0.64,0.31,0.78,0.36,0.53,0.31,0.56,0.19,0.19,0.36,0.17,0.53,0,0.31,0.08,0.33,0.36,0.11,0.56,0.42,0.42,0.58,0.53,0.61,0.25,0.72,0.56,0.33,0.22,0.19,0.28,0.61,0.31,0.17,0.22,2,2
"189",0.39,0.45,0.84,0.32,0.61,1,0.26,0.16,0.32,0.39,0.58,0.1,0.68,0.29,0.61,0.58,0.48,0.35,0.77,0.26,0.32,0.58,0.45,0.71,0.29,0,0.19,0.32,0.35,0.55,0.68,0.32,0.26,0.32,0.32,0.1,0.9,0.16,0.16,0.19,0.19,0.26,0.23,0.42,0.26,0.81,0.32,0.77,0.29,0.23,0.1,0.06,2,2
"190",1,0.61,0.91,0.73,0.91,0.76,0.3,0.48,0.52,0.42,0.67,0.45,0.61,1,0.79,0.27,0.79,0.45,0.73,0.21,0.36,0.39,0.42,0.45,0.67,0.33,0.24,0.24,0.15,0.55,0.39,0.58,0.36,0,0.45,0.55,0.48,0.36,0.48,0.48,0.33,0.67,0.58,0.15,0.58,0.21,0.24,0.24,0.3,0.52,0.15,0.3,2,2
"191",0.77,0.46,0.62,0.44,0.67,0.54,0.49,0.69,0.62,0.56,0.56,0.62,1,0.72,0.51,0.44,0.33,0.46,0.79,0.56,0.79,0.59,0.74,0.41,0.31,0.31,0,0.15,0.26,0.23,0.31,0.31,0.46,0.23,0.51,0.36,0.31,0.46,0.49,0.21,0.28,0.74,0.38,0.05,0.18,0.46,0.46,0.26,0.44,0.44,0.41,0.15,2,2
"192",0.27,0.55,0.45,0.61,0.64,0.85,0.85,0.48,0.48,0.73,0.33,0.55,0.73,0.73,0.42,0.85,0.76,0.76,0.52,0.94,0.39,0.52,1,0.61,0.45,0.39,0.36,0.33,0.58,0.27,0.36,0,0.67,0.45,0.67,0.3,0.45,0.39,0.58,0.24,0.48,0.79,0.36,0.58,0.52,0.61,0.42,0.33,0.3,0.48,0.52,0.48,2,2
